_id,AÑO,CVE_ENT,ENTIDAD,CULTIVO,VARIEDAD,UNIDAD_MEDIDA,TIPO_TECNOLOGIA,TIPO_PRODUCCION,TIPO_MERCADO,SUPERFICIE_SEMBRADA,SUPERFICIE_COSECHADA,SUPERFICIE_SINIESTRADA,VOLUMEN_PRODUCCION,RENDIMIENTO,PRECIO_MEDIO_RURAL,VALOR_PRODUCCION
73115,2013,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,470830.3,402160.3,68670,985228.26,2.45,3675.06,3620775900
73251,2013,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,252353.03,246296.48,6056.55,643352.83,2.61,3910.85,2516058360
73412,2013,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,494672.4,491076.9,3595.5,2753541.17,5.61,3077.26,8473374109
73603,2013,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,518212.93,513037.93,5175,1935675.32,3.77,3543.44,6858945330
73785,2013,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,471632.1,436771.39,34860.71,1742811.81,3.99,3207.17,5589489830
73911,2013,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,23312.6,23172.6,140,67462.95,2.91,3148.31,212394440
74037,2013,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,41969.3,41969.3,0,178411.51,4.25,3084.87,550376710
74120,2013,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,49378.2,48741.2,637,99732.93,2.05,3436.43,342725320
74215,2013,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,600747.23,525778.51,74968.72,628530.01,1.2,4037.11,2537446700
74394,2013,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,537792.76,531891.27,5901.49,921158.25,1.73,3750.73,3455014670
74519,2013,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,109390.6,109033.7,356.9,300800.13,2.76,2829.51,851116930
74561,2013,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,78946,77876,1070,67854.53,0.87,4062.7,275672540
74664,2013,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,231929.75,166254.69,65675.06,154149.89,0.93,4290.4,661364040
74781,2013,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,496867.59,425729.45,71138.14,3617261.06,8.5,3314.77,11990387050
74902,2013,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,29835.81,20495.81,9340,113533.73,5.54,3492.61,396528930
74989,2013,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,89412,86104,3308,155183.09,1.8,4657.83,722816960
75064,2013,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,91565.25,85690.09,5875.16,227706.23,2.66,3427.99,780575180
75146,2013,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,99692,99692,0,282237.6,2.83,3025.93,854030430
75251,2013,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,574584.16,568248.66,6335.5,1192168.58,2.1,3880.82,4626590460
75368,2013,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,114970.1,112400.1,2570,92440.21,0.82,3679.27,340112730
75481,2013,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,187900.5,184093.17,3807.33,285192.71,1.55,3791.56,1081325370
75556,2014,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,39909,34212,5697,63825.41,1.87,3114.03,198754200
75663,2014,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,592,144,448,1085.5,7.54,3800,4124899
75796,2014,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,6146.5,5534.5,612,31702.1,5.73,3344.99,106043240
75867,2014,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,159779.75,156819.4,2960.35,406575.45,2.59,2862.36,1163763560
75929,2014,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,32060.24,32045.74,14.5,42658.13,1.33,3332.32,142150680
76011,2014,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12008,11968,40,47610.79,3.98,3670.5,174755640
76089,2014,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,599699.1,578760.7,20938.4,1059332.12,1.83,3179.08,3367698260
76187,2014,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,89463.85,89439.85,24,141338.74,1.58,2815.31,397912220
76280,2014,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3965,3965,0,5399.66,1.36,4948.29,26719070
76361,2014,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,185999.25,182387.03,3612.22,413212.45,2.27,2717.03,1122711510
76475,2014,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,374576.97,369826.86,4750.11,1405156.84,3.8,2820.62,3963420210
76611,2014,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,473043.24,462468.24,10575,1326071.95,2.87,3431.05,4549824620
76741,2014,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,253796.25,248851.15,4945.1,647346.38,2.6,3306.55,2140483440
76914,2014,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,454366.34,452097.34,2269,2895912.03,6.41,2787.14,8071309120
77109,2014,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,515953.85,491766.59,24187.26,1769236.73,3.6,3138.03,5551914130
77299,2014,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,475033.06,450840.14,24192.92,1846794.41,4.1,2876.92,5313073680
77425,2014,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,21381.47,21381.47,0,66243.76,3.1,3148.26,208552420
77551,2014,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,37797.69,37510.44,287.25,157872.53,4.21,2855.07,450736670
77634,2014,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,59927.5,59562.5,365,82839.12,1.39,3479.23,288216750
77734,2014,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,576988.1,542146.6,34841.5,646851.18,1.19,3724.01,2408881630
77925,2014,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,539502.93,513183.43,26319.5,938232.14,1.83,3533.35,3315105610
78052,2014,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,109696,104578,5118,283202.83,2.71,2703.86,765740830
78099,2014,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,76996,53291,23705,47309.46,0.89,4148.44,196260640
78210,2014,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,235668.59,190643.59,45025,188433.11,0.99,3660.43,689746160
78326,2014,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,406587.72,380156.45,26431.27,3676226.41,9.67,3318.63,12200041460
78448,2014,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,22373.95,22244.95,129,135507.1,6.09,2854.32,386780870
78530,2014,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,82385.5,71266.5,11119,129607.77,1.82,4108.48,532491120
78609,2014,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,90095.85,69344.6,20751.25,253421.83,3.65,2869.87,727287600
78699,2014,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,114236,113186,1050,360973.5,3.19,2902.79,1047830560
78804,2014,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,570318.5,569421.5,897,1264855.36,2.22,3717.05,4701528950
78921,2014,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,109116.1,100117.47,8998.63,90324.53,0.9,3719.44,335956950
79035,2014,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,205862,172195,33667,285724.36,1.66,2992.15,854931040
79117,2015,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,36889,30552,6337,57903.42,1.9,3335.7,193148390
79231,2015,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,368,234,134,1779.46,7.6,3907.74,6953670
79374,2015,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,6889,6889,0,36876.97,5.35,3316.72,122310540
79448,2015,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,152938.5,151921.5,1017,364384.1,2.4,3179.74,1158648240
79512,2015,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,30613.5,22571,8042.5,34008.48,1.51,3280.92,111579200
79596,2015,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,11031,9647.4,1383.6,39113.21,4.05,3545.14,138661890
79678,2015,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,610205.81,572769.31,37436.5,943613.89,1.65,3591.79,3389261900
79779,2015,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,82966.4,78875.9,4090.5,127744.08,1.62,3306.96,422445050
79877,2015,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3753.4,3733.15,20.25,4836.99,1.3,5047.32,24413820
79963,2015,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,179382.4,165284.9,14097.5,274708.16,1.66,3290.38,903894250
80085,2015,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,352148.25,343845.25,8303,1316678.25,3.83,3415.5,4497115550
80228,2015,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,476019.9,399023.17,76996.73,969058.98,2.43,4051.89,3926522840
80357,2015,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,246678.3,234539.2,12139.1,712083.96,3.04,3516.02,2503702110
80520,2015,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,419439.98,409318.48,10121.5,2634658.34,6.44,3257.82,8583235480
80708,2015,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,515798.86,508554.16,7244.7,1953662.6,3.84,3432.77,6706468820
80910,2015,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,455122,402334.34,52787.66,1662383.53,4.13,3359.98,5585567880
81045,2015,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,18280.5,18228.5,52,41312.7,2.27,3483.11,143896800
81186,2015,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,32029.5,30270.54,1758.96,92595.49,3.06,3164.19,292989470
81267,2015,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,54082.94,54015.94,67,82983.53,1.54,3576.23,296768110
81364,2015,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,568134.57,526179.57,41955,646016.12,1.23,3722.33,2404683820
81547,2015,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,548553.21,515581.81,32971.4,989643.4,1.92,3788.18,3748946640
81673,2015,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,110299.8,108387.8,1912,308748.81,2.85,3158.76,975264620
81720,2015,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,78734.9,45294.9,33440,30500.58,0.67,4097.32,124970740
81824,2015,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,232943.06,170191.06,62752,168561.8,0.99,3838.58,647038460
81960,2015,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,523955.29,520541.12,3414.17,5190692.87,9.97,3328.71,17278316000
82105,2015,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,19992.25,19992.25,0,120652.07,6.03,3361.34,405552360
82196,2015,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,84255.47,75959.47,8296,139363.17,1.83,3801.33,529764939
82278,2015,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,109761.97,91028.47,18733.5,300522.82,3.3,3024.64,908973770
82373,2015,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,116549.1,116549.1,0,325739.65,2.79,3119.37,1016103330
82479,2015,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,580999.9,563914.9,17085,1212089.33,2.15,3846.31,4662073560
82588,2015,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,88444.65,76961.51,11483.14,80820.56,1.05,3935.56,318074390
82699,2015,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,202705.5,194972.01,7733.49,345442.62,1.77,3444.96,1190036430
82780,2016,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,37100,34693,2407,61117.6,1.76,3716.01,227113830
82900,2016,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,480,305,175,2567.93,8.42,3754.95,9642440
83040,2016,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,7517.5,7517.5,0,49456.72,6.58,3639.24,179984830
83116,2016,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,162315,160579,1736,405734.06,2.53,3495.1,1418080840
83183,2016,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,29279,29274.5,4.5,35401.54,1.21,3352.6,118687110
83267,2016,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,11211.5,10496.5,715,41672.42,3.97,3272.07,136355280
83358,2016,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,594061.92,594061.92,0,1155513.73,1.95,3607.19,4168161610
83463,2016,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,79529.59,79529.59,0,127583.95,1.6,3387.04,432132550
83556,2016,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3628.9,3628.9,0,5059.65,1.39,4802.8,24300480
83648,2016,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,153465.41,150468.45,2996.96,325001.28,2.16,3611.35,1173693900
83781,2016,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,441066.11,435718.11,5348,1843290.6,4.23,3552.51,6548311730
83929,2016,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,480486,477884.36,2601.64,1329608.13,2.78,3886.12,5167012680
84066,2016,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,253092.65,248913.75,4178.9,730103.86,2.93,3740.43,2730905920
84223,2016,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,460440.19,460440.19,0,2937091.89,6.38,3443.45,10113726400
84415,2016,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,507813.59,506293.59,1520,2233215.08,4.41,3575.62,7985119500
84623,2016,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,471892,465179,6713,1815124.2,3.9,3473.6,6305010840
84765,2016,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25991.76,25991.76,0,74666.6,2.87,3496.15,261045580
84900,2016,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,31351.59,31142.09,209.5,118886.84,3.82,3408.53,405228970
84995,2016,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,46013.38,23837.38,22176,37701.64,1.58,3500.22,131963910
85093,2016,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,552438.33,551428.33,1010,722496.8,1.31,3828.48,2766068110
85281,2016,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,550563.68,541738.99,8824.69,1045959.25,1.93,3644.4,3811896540
85405,2016,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,110992,110992,0,316940.3,2.86,3366.12,1066859679
85449,2016,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,75388,67078.5,8309.5,37986.69,0.57,3570.65,135637120
85556,2016,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,185734.3,133642.8,52091.5,153876.88,1.15,3586.86,551935480
85702,2016,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,592985.9,579767.4,13218.5,6136649.07,10.58,3473.54,21315878720
85870,2016,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,26457.45,24297.45,2160,170496.38,7.02,3268.98,557348830
85979,2016,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,76761,76519,242,142355,1.86,3836.68,546170400
86063,2016,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,130161.06,120305.14,9855.92,408794.27,3.4,3230.65,1320669620
86159,2016,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,135943.39,135943.39,0,416652.38,3.06,3433.84,1430716920
86256,2016,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,585287.55,580138.55,5149,1273783.5,2.2,3857.53,4913658280
86358,2016,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,87626.31,85925.79,1700.52,74601.37,0.87,3996.23,298124590
86472,2016,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,181638.5,175176.5,6462,331207.32,1.89,3324.78,1101190140
86568,2017,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,39666,39666,0,76700.49,1.93,3644.56,279539210
86693,2017,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,1589,1479,110,13640.97,9.22,3686.74,50290650
86844,2017,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,8273.2,8269.2,4,62859.21,7.6,4047.48,254421180
86922,2017,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,164167,163777,390,439378.12,2.68,3336,1465764600
86994,2017,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,30410,19372,11038,24636.44,1.27,3350.45,82543080
87078,2017,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,11606.5,11606.5,0,49005.19,4.22,3457.93,169456280
87169,2017,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,598615.75,597428.75,1187,1150925.08,1.93,3597.72,4140710490
87274,2017,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,67587,67012,575,106123.97,1.58,3595.07,381523520
87372,2017,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3509.07,3509.07,0,4533.44,1.29,4882.05,22132480
87466,2017,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,145767.13,141647.13,4120,334435.43,2.36,3718,1243432140
87604,2017,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,385011,383544,1467,1605592.19,4.19,3513.84,5641798140
87757,2017,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,481401.97,468907.74,12494.23,1351014.48,2.88,3926.28,5304460550
87892,2017,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,245460.55,236547.54,8913.01,730598.61,3.09,3529.47,2578625030
88052,2017,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,469248.05,469248.05,0,3196235.09,6.81,3694.47,11808395780
88244,2017,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,497929.27,495539.27,2390,2149317.57,4.34,3691.49,7934182740
88453,2017,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,455731.13,435883.13,19848,1820641.13,4.18,3505.19,6381690700
88596,2017,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,20475.8,20445.8,30,71038.24,3.47,3430.68,243709510
88728,2017,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,32088.5,32088.5,0,135737.48,4.23,3518.7,477619180
88825,2017,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,60927.87,55588.87,5339,58228.81,1.05,3611.89,210316250
88928,2017,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,518332.9,512764.4,5568.5,700625.38,1.37,3816.78,2674132210
89122,2017,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,515761.02,505463.02,10298,1007233.45,1.99,3724.67,3751613500
89252,2017,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,103682.24,103592.24,90,280631.78,2.71,3215.53,902379980
89291,2017,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,70245,70095,150,78119.05,1.11,4312.78,336909950
89403,2017,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,230647.3,159413.3,71234,158039.25,0.99,3841.93,607175170
89540,2017,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,566372.7,566233.9,138.8,6084052.44,10.74,3549.97,21598214260
89712,2017,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,38755,38698.5,56.5,281451.16,7.27,3822.31,1075792490
89820,2017,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,72532,68034,4498,124018.15,1.82,3891.56,482623650
89901,2017,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,108075.35,96636.49,11438.86,365381.47,3.78,3212.33,1173727540
89994,2017,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,128974,128974,0,393465.35,3.05,3294.43,1296245220
90096,2017,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,578476.75,547727.81,30748.94,1268916.43,2.32,3910.47,4962061310
90197,2017,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,90363.7,89657.1,706.6,95449.97,1.06,4072.21,388692720
90312,2017,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,193958,188285.25,5672.75,329609.34,1.75,3788.64,1248771550
90410,2018,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,39425,39425,0,73630.94,1.87,3808.92,280454150
90542,2018,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,561.5,561.5,0,5806.96,10.34,4150.14,24099670
90693,2018,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5271,5271,0,46686.13,8.86,3888.83,181554560
90773,2018,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,164102,155365.5,8736.5,418138.28,2.69,3793.83,1586345120
90844,2018,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,30355.43,30315.43,40,30550.21,1.01,3374.23,103083500
90927,2018,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,13556.25,13556.25,0,59923.98,4.42,3844.45,230375040
91018,2018,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,574054.35,559510.35,14544,1013932.97,1.81,3940.45,3995351180
91120,2018,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,54335.56,54255.26,80.3,92140.8,1.7,3697.11,340654450
91209,2018,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3575,3575,0,4834.45,1.35,4887.45,23628150
91301,2018,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,137325.37,127126.42,10198.95,287805.27,2.26,3853.33,1109009410
